modificado,nombre,pagina,tipo,kb,link,disponible
2020-06-10 10:37:16-04:00,EXPORTACIONES RITEX 2015,Exportaciones,spreadsheet,88.01,https://nube.ine.gob.bo/index.php/s/9QwRcA7mtH5arzr/download,True
2020-06-10 10:37:24-04:00,EXPORTACIONES RITEX 2014,Exportaciones,spreadsheet,95.56,https://nube.ine.gob.bo/index.php/s/eG1Yog0XVDkpwZo/download,True
2020-06-10 10:37:31-04:00,EXPORTACIONES RITEX 2013,Exportaciones,spreadsheet,96.73,https://nube.ine.gob.bo/index.php/s/O9q9GnbXcU3Fdsw/download,True
2020-06-10 10:37:37-04:00,EXPORTACIONES RITEX 2012,Exportaciones,spreadsheet,115.59,https://nube.ine.gob.bo/index.php/s/gK8Fuy8DhfKGo29/download,True
2020-06-10 10:37:43-04:00,EXPORTACIONES RITEX 2011,Exportaciones,spreadsheet,150.49,https://nube.ine.gob.bo/index.php/s/i3Ut224ReqXNljv/download,True
2020-06-10 10:37:49-04:00,EXPORTACIONES RITEX 2010,Exportaciones,spreadsheet,168.1,https://nube.ine.gob.bo/index.php/s/xAgvZlsVDu18BpF/download,True
2020-06-10 10:37:55-04:00,EXPORTACIONES RITEX 2009,Exportaciones,spreadsheet,168.58,https://nube.ine.gob.bo/index.php/s/jlQM3Wh63jmvw3Y/download,True
2020-06-10 10:38:02-04:00,EXPORTACIONES RITEX 2008,Exportaciones,spreadsheet,151.51,https://nube.ine.gob.bo/index.php/s/egeeAZRyaPY5MwC/download,True
2020-06-10 10:38:08-04:00,EXPORTACIONES RITEX 2007,Exportaciones,spreadsheet,132.83,https://nube.ine.gob.bo/index.php/s/8cnHKS4QIAKYAgt/download,True
2020-06-10 10:38:15-04:00,EXPORTACIONES RITEX 2006,Exportaciones,spreadsheet,107.54,https://nube.ine.gob.bo/index.php/s/Dk7nFN3iTs9xPWD/download,True
2020-06-10 10:38:21-04:00,EXPORTACIONES RITEX 2005,Exportaciones,spreadsheet,104.46,https://nube.ine.gob.bo/index.php/s/qjWnZud6wcSocN9/download,True
2020-06-10 10:38:27-04:00,EXPORTACIONES RITEX 2004,Exportaciones,spreadsheet,106.02,https://nube.ine.gob.bo/index.php/s/oKEWiVUj59q80QF/download,True
2020-06-10 10:38:36-04:00,EXPORTACIONES RITEX 2003,Exportaciones,spreadsheet,77.05,https://nube.ine.gob.bo/index.php/s/BpGGThLu2cf33zN/download,True
2020-06-10 10:38:42-04:00,EXPORTACIONES RITEX 2002,Exportaciones,spreadsheet,58.38,https://nube.ine.gob.bo/index.php/s/TggzFcz7OkmHxoK/download,True
2020-06-10 10:38:48-04:00,EXPORTACIONES RITEX 2001,Exportaciones,spreadsheet,54.49,https://nube.ine.gob.bo/index.php/s/ADa87TViYG74BN4/download,True
2020-06-10 10:38:54-04:00,EXPORTACIONES RITEX 2000,Exportaciones,spreadsheet,45.07,https://nube.ine.gob.bo/index.php/s/hSMWlnHYrRPtSjC/download,True
2020-06-11 18:50:29-04:00,EXPORTACIONES 1996,Exportaciones,spreadsheet,1755.52,https://nube.ine.gob.bo/index.php/s/vuP5coqXwzhCt7b/download,True
2020-06-11 19:53:05-04:00,EXPORTACIONES 1992,Exportaciones,spreadsheet,1053.68,https://nube.ine.gob.bo/index.php/s/Ut6sdEkDdQDe7cK/download,True
2020-06-11 19:53:18-04:00,EXPORTACIONES 1993,Exportaciones,spreadsheet,1156.11,https://nube.ine.gob.bo/index.php/s/a0ALCXWZ2BiHVCG/download,True
2020-06-11 19:53:32-04:00,EXPORTACIONES 1994,Exportaciones,spreadsheet,1309.98,https://nube.ine.gob.bo/index.php/s/yRuk5RlZXjtdyRp/download,True
2020-06-11 19:53:48-04:00,EXPORTACIONES 1995,Exportaciones,spreadsheet,1475.24,https://nube.ine.gob.bo/index.php/s/q1mDAyDxct3k5Hw/download,True
2020-06-11 19:54:03-04:00,EXPORTACIONES 1997,Exportaciones,spreadsheet,1881.0,https://nube.ine.gob.bo/index.php/s/5Tq286VhouIjedN/download,True
2020-06-11 19:54:23-04:00,EXPORTACIONES 1998,Exportaciones,spreadsheet,1959.85,https://nube.ine.gob.bo/index.php/s/6LGbB1oeorph7rf/download,True
2020-06-11 19:54:36-04:00,EXPORTACIONES 1999,Exportaciones,spreadsheet,2103.36,https://nube.ine.gob.bo/index.php/s/MrpAmiy74w6qIDf/download,True
2020-06-11 19:55:45-04:00,EXPORTACIONES 2010,Exportaciones,spreadsheet,3809.55,https://nube.ine.gob.bo/index.php/s/e57xVJPXHDNN0xD/download,True
2020-06-11 19:55:55-04:00,EXPORTACIONES 2009,Exportaciones,spreadsheet,3369.41,https://nube.ine.gob.bo/index.php/s/ZPGcj0Asa7Aupuj/download,True
2020-06-11 19:56:04-04:00,EXPORTACIONES 2008,Exportaciones,spreadsheet,3831.66,https://nube.ine.gob.bo/index.php/s/I1f3ccAobtmKl46/download,True
2020-06-11 19:56:14-04:00,EXPORTACIONES 2007,Exportaciones,spreadsheet,3828.25,https://nube.ine.gob.bo/index.php/s/UbNWawG3yDGHM8i/download,True
2020-06-11 19:56:21-04:00,EXPORTACIONES 2006,Exportaciones,spreadsheet,3816.43,https://nube.ine.gob.bo/index.php/s/IU5k9SDbDDwkEnh/download,True
2020-06-11 19:56:33-04:00,EXPORTACIONES 2005,Exportaciones,spreadsheet,3718.4,https://nube.ine.gob.bo/index.php/s/eyh7xIlt2j3ZwNt/download,True
2020-06-11 19:56:42-04:00,EXPORTACIONES 2004,Exportaciones,spreadsheet,3286.61,https://nube.ine.gob.bo/index.php/s/liVwBxOHGV56EML/download,True
2020-06-11 19:56:52-04:00,EXPORTACIONES 2003,Exportaciones,spreadsheet,2814.58,https://nube.ine.gob.bo/index.php/s/KACkFPi22psY8JA/download,True
2020-06-11 19:56:59-04:00,EXPORTACIONES 2002,Exportaciones,spreadsheet,2507.06,https://nube.ine.gob.bo/index.php/s/slNqZSwZ5VixvFZ/download,True
2020-06-11 19:57:07-04:00,EXPORTACIONES 2001,Exportaciones,spreadsheet,2657.35,https://nube.ine.gob.bo/index.php/s/BqUZbFjmVhvGaHz/download,True
2020-06-11 19:57:13-04:00,EXPORTACIONES 2000,Exportaciones,spreadsheet,2498.62,https://nube.ine.gob.bo/index.php/s/KqReNCWxwjR35ka/download,True
2020-06-11 19:58:58-04:00,EXPORTACIONES 2017,Exportaciones,spreadsheet,12470.28,https://nube.ine.gob.bo/index.php/s/EdZNWPiAyaUpcYF/download,True
2020-06-11 19:59:06-04:00,EXPORTACIONES 2016,Exportaciones,spreadsheet,3118.33,https://nube.ine.gob.bo/index.php/s/KNrVnu47Sn8DuId/download,True
2020-06-11 19:59:20-04:00,EXPORTACIONES 2015,Exportaciones,spreadsheet,3406.07,https://nube.ine.gob.bo/index.php/s/5uwd1HLAGsJ7Bnm/download,True
2020-06-11 19:59:29-04:00,EXPORTACIONES 2014,Exportaciones,spreadsheet,3531.83,https://nube.ine.gob.bo/index.php/s/nZPh8u69bWU5c2F/download,True
2020-06-11 19:59:39-04:00,EXPORTACIONES 2013,Exportaciones,spreadsheet,3489.0,https://nube.ine.gob.bo/index.php/s/u3bLnoGMdFjUeyq/download,True
2020-06-11 19:59:51-04:00,EXPORTACIONES 2012,Exportaciones,spreadsheet,3634.3,https://nube.ine.gob.bo/index.php/s/HrZ2fbpq29lJGaT/download,True
2020-06-11 20:00:00-04:00,EXPORTACIONES 2011,Exportaciones,spreadsheet,3585.75,https://nube.ine.gob.bo/index.php/s/IY5oaX2f4Mxx6OE/download,True
2020-08-14 08:52:35-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES JULIO 2020,Precios Internacionales,pdf,5394.41,https://nube.ine.gob.bo/index.php/s/ClGR8A5qCeBfIiL/download,True
2020-08-29 14:53:36-04:00,BOLETÍN ESTADÍSTICO ENCUESTA CONTINUA DE EMPLEO 2T 2020 RESULTADOS PRELIMINARES,Boletines Estadísticos,pdf,3560.52,https://nube.ine.gob.bo/index.php/s/i289DqPLgXwGAWW/download,True
2020-10-19 12:01:25-04:00,Censo Nacional de Población y Vivienda 1976,Censos,rar,53743.32,https://nube.ine.gob.bo/index.php/s/aBWS4YxlY0EKWIY/download,True
2020-10-19 12:01:41-04:00,Censo Nacional de Población y Vivienda 1992,Censos,rar,327857.26,https://nube.ine.gob.bo/index.php/s/enxTtfLJo2qSzrE/download,True
2020-10-19 12:01:48-04:00,Censo Nacional de Población y Vivienda 2001,Censos,rar,264093.53,https://nube.ine.gob.bo/index.php/s/zqqfpuNQpNsdO6Q/download,True
2020-10-19 12:01:49-04:00,Censo Nacional de Población y Vivienda 2012,Censos,rar,181399.98,https://nube.ine.gob.bo/index.php/s/bROAGTD7pFvBP1f/download,True
2020-10-19 12:02:10-04:00,Censo Nacional Agropecuario 2013,Censos,rar,673434.16,https://nube.ine.gob.bo/index.php/s/mG9uBrzCrFBh3Eu/download,True
2020-10-22 14:14:04-04:00,SALARIO Y REMUNERACIÓN SECTOR PRIVADO – MARZO Y JUNIO 2019 CIFRAS PRELIMINARES,"Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",pdf,1594.07,https://nube.ine.gob.bo/index.php/s/W9z9LfoUj1V9le6/download,False
2020-10-22 14:33:52-04:00,SALARIO Y REMUNERACIÓN SECTOR PRIVADO – DICIEMBRE 2018 Y MARZO 2019,"Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",pdf,1753.19,https://nube.ine.gob.bo/index.php/s/1Xddv7M4VUIUkI1/download,False
2020-12-18 11:27:21-04:00,Fichas técnicas de indicadores pobreza monetaria,Pobreza y Desigualdad,rar,3586.18,https://nube.ine.gob.bo/index.php/s/16vkjHhuMZ6tVjt/download,True
2020-12-18 11:27:28-04:00,Sintaxis para cálculo de variables de pobreza monetaria,Pobreza y Desigualdad,stream,2.47,https://nube.ine.gob.bo/index.php/s/sCcAsYbb9DZIx1s/download,True
2020-12-18 11:28:31-04:00,"Nota técnica LP01/2020,",Pobreza y Desigualdad,pdf,246.13,https://nube.ine.gob.bo/index.php/s/9BPKBogjQRY93va/download,True
2020-12-18 11:28:44-04:00,15- 07-2020,Pobreza y Desigualdad,pdf,246.13,https://nube.ine.gob.bo/index.php/s/o93pumr9HfRwlzq/download,True
2020-12-18 11:29:02-04:00,Sintaxis para el cálculo de líneas de pobreza,Pobreza y Desigualdad,rar,747.62,https://nube.ine.gob.bo/index.php/s/D1qudkfX22Bwuob/download,True
2020-12-18 11:29:06-04:00,Bases de datos ajustadas para el cálculo de líneas de pobreza,Pobreza y Desigualdad,rar,30349.12,https://nube.ine.gob.bo/index.php/s/a5Lz0AjTXujR46x/download,True
2020-12-18 11:29:09-04:00,Documento metodológico ejecutivo sobre el cálculo de líneas de pobreza,Pobreza y Desigualdad,pdf,3382.31,https://nube.ine.gob.bo/index.php/s/UvhSpL1bRZ1Tj3o/download,True
2020-12-18 13:13:13-04:00,BOLETÍN ESTADÍSTICO COMEX ENERO A NOVIEMBRE 2020,Saldo Comercial,pdf,5355.89,https://nimbus.ine.gob.bo/index.php/s/3Nsz9brFmJHcs6L/download,True
2020-12-31 12:25:56-04:00,Fichas técnicas indicadores,Información Técnica,pdf,553.98,https://nube.ine.gob.bo/index.php/s/QPJPZcnUFN1lT1f/download,False
2020-12-31 15:06:30-04:00,Metodología Cuentas Nacionales Trimestrales base 1990,Producto Interno Bruto Trimestral,pdf,374.86,https://nube.ine.gob.bo/index.php/s/hMq78rlBaiqEQ0C/download,False
2020-12-31 16:12:53-04:00,Cuestionario ENNA 2019,Información Técnica,pdf,974.74,https://nube.ine.gob.bo/index.php/s/cNfd5uSr7BqBQ3i/download,False
2021-01-12 13:13:13-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES DICIEMBRE 2020,Precios Internacionales,pdf,5463.06,https://nimbus.ine.gob.bo/index.php/s/GD8M27ZK394emdr/download,True
2021-01-28 08:31:16-04:00,"Índice General, Variación Mensual, Acumulada y a 12 Meses",Nacional,spreadsheet,93.66,https://nube.ine.gob.bo/index.php/s/kVGgyqtobYRsZwv/download,True
2021-01-28 08:31:39-04:00,"Índice General, Variación Mensual, Acumulada y a 12 Meses por División",Nacional,excel,212.0,https://nube.ine.gob.bo/index.php/s/I8YCO542YACIeRM/download,True
2021-01-28 08:32:59-04:00,Índices a Nivel Productos,Nacional,excel,891.5,https://nube.ine.gob.bo/index.php/s/h7GPusgUMmHc8g8/download,True
2021-01-28 08:33:28-04:00,Ponderaciones a Nivel Productos,Nacional,spreadsheet,96.32,https://nube.ine.gob.bo/index.php/s/OhuywO3adSTerX7/download,True
2021-01-28 08:33:58-04:00,"Índice general, variación mensual, acumulada y a 12 meses de Alimentos",Nacional,spreadsheet,667.71,https://nube.ine.gob.bo/index.php/s/QPNh5LIASFAG71G/download,True
2021-01-28 08:34:27-04:00,"Índice general, variación mensual, acumulada y a 12 meses de No Alimentos",Nacional,spreadsheet,666.88,https://nube.ine.gob.bo/index.php/s/3S2xmPJh7NspwWi/download,True
2021-01-28 08:35:30-04:00,Precios Promedio,Ciudades,excel,4879.0,https://nube.ine.gob.bo/index.php/s/Jg1shpJgrhLIACe/download,True
2021-01-28 09:01:54-04:00,"Índice General, Variación Mensual, Acumulada y a 12 Meses",Nacional,excel,313.0,https://nube.ine.gob.bo/index.php/s/LzucAyViXN7ikbL/download,True
2021-01-28 09:02:49-04:00,"Índice General, Variación Mensual, Acumulada y a 12 Meses por División",Nacional,excel,244.0,https://nube.ine.gob.bo/index.php/s/PGiXzEd0Gwyeo07/download,True
2021-01-28 09:03:17-04:00,Índices a Nivel Productos,Nacional,excel,1251.5,https://nube.ine.gob.bo/index.php/s/CbH944zbjFvvvWW/download,True
2021-01-28 09:03:49-04:00,Ponderaciones a Nivel Productos,Nacional,spreadsheet,94.81,https://nube.ine.gob.bo/index.php/s/mpHp6HeN00MVWPs/download,True
2021-01-28 09:04:15-04:00,"Índice general, variación mensual, acumulada y a 12 meses de Alimentos",Nacional,spreadsheet,673.13,https://nube.ine.gob.bo/index.php/s/2q5gIvDnIMfGaP4/download,True
2021-01-28 09:04:45-04:00,"Índice general, variación mensual, acumulada y a 12 meses de No Alimentos",Nacional,spreadsheet,672.71,https://nube.ine.gob.bo/index.php/s/o3t5LQvx2lDV4x1/download,True
2021-01-28 09:05:25-04:00,Precios Promedio,Ciudades,excel,3067.5,https://nube.ine.gob.bo/index.php/s/uD9Zjy5qac68Ggx/download,True
2021-01-28 09:46:20-04:00,METODOLOGÍA DE CUENTAS NACIONALES BASE 1990,Introducción,pdf,887.34,https://nube.ine.gob.bo/index.php/s/4daoCxF4F12DFkT/download,False
2021-01-28 11:34:10-04:00,METODOLOGÍA FBCF BASE 1990,Formación Bruta de Capital Fijo,pdf,390.93,https://nube.ine.gob.bo/index.php/s/qxLwHEhIJXc43oF/download,True
2021-03-22 13:13:13-04:00,BOLETÍN ESTADÍSTICO COMEX FEBRERO 2021,Saldo Comercial,pdf,5175.84,https://nimbus.ine.gob.bo/index.php/s/8kxra9d3FMqi8Qk/download,True
2021-04-27 13:13:13-04:00,BOLETÍN ESTADÍSTICO COMEX MARZO 2021,Saldo Comercial,pdf,5279.82,https://nimbus.ine.gob.bo/index.php/s/79CJS2kZf5QHwHm/download,True
2021-04-28 13:03:22-04:00,"AMÉRICA LATINA Y EL CARIBE: ÍNDICE DE DESARROLLO HUMANO Y SUS COMPONENTES, 2015",Pobreza y Desigualdad,spreadsheet,5090.31,https://nube.ine.gob.bo/index.php/s/28pMxdt6Wh5mXjD/download,True
2021-04-28 13:04:54-04:00,"AMÉRICA LATINA Y EL CARIBE: ÍNDICE DE DESARROLLO HUMANO AJUSTADO POR LA DESIGUALDAD, 2015",Pobreza y Desigualdad,spreadsheet,5155.49,https://nube.ine.gob.bo/index.php/s/JmupvMmKHOLhyx3/download,True
2021-04-28 13:16:15-04:00,"AMÉRICA LATINA Y EL CARIBE: TENDENCIA DEL ÍNDICE DE DESARROLLO HUMANO, 2015",Pobreza y Desigualdad,spreadsheet,5094.96,https://nube.ine.gob.bo/index.php/s/BufpM1MQ1z5KFBs/download,True
2021-04-28 13:17:06-04:00,"AMÉRICA LATINA Y EL CARIBE: ÍNDICE DE DESIGUALDAD DE GÉNERO, 2015",Pobreza y Desigualdad,spreadsheet,5090.88,https://nube.ine.gob.bo/index.php/s/zhOukVdmwulPvus/download,True
2021-04-28 13:17:38-04:00,AMÉRICA LATINA Y EL CARIBE: ÍNDICE DE POBREZA MULTIDIMENSIONAL,Pobreza y Desigualdad,spreadsheet,5066.35,https://nube.ine.gob.bo/index.php/s/mtKtzQSehL9lyDT/download,True
2021-05-07 10:17:28-04:00,Ficha Técnica – Salarios Sector Privado,"Salarios, Remuneraciones y Empleo de los Asalariados en el Sector Privado",pdf,448.24,https://nube.ine.gob.bo/index.php/s/mN1oIqUGZy5uQ4i/download,False
2021-05-25 15:13:03-04:00,"Nota técnica P01/2020, 12- 02-2020",Pobreza y Desigualdad,pdf,987.3,https://nube.ine.gob.bo/index.php/s/qt9Ix1XfCu0Eymp/download,True
2021-06-22 13:13:13-04:00,BOLETÍN ESTADÍSTICO COMEX MAYO 2021,Saldo Comercial,pdf,5381.35,https://nimbus.ine.gob.bo/index.php/s/NPWKjrdYnmHX3c5/download,True
2021-06-28 08:51:02-04:00,PMQeCBMoBSZdFdH,Cuestionarios censales,pdf,963.65,https://nube.ine.gob.bo/index.php/s/PMQeCBMoBSZdFdH/download,True
2021-06-28 08:54:54-04:00,ODzy57urPb8C6dn,Cuestionarios censales,pdf,386.29,https://nube.ine.gob.bo/index.php/s/ODzy57urPb8C6dn/download,True
2021-06-28 08:56:12-04:00,1MclKRhDMJpJuR0,Cuestionarios censales,pdf,1864.84,https://nube.ine.gob.bo/index.php/s/1MclKRhDMJpJuR0/download,True
2021-06-28 08:56:58-04:00,Owcpbk5uvtBfSDT,Cuestionarios censales,pdf,907.33,https://nube.ine.gob.bo/index.php/s/Owcpbk5uvtBfSDT/download,True
2021-06-28 08:57:38-04:00,nwLU7VHrRyuTmDI,Cuestionarios censales,pdf,202.36,https://nube.ine.gob.bo/index.php/s/nwLU7VHrRyuTmDI/download,True
2021-06-28 08:58:36-04:00,KwI3QymAyv2SSm6,Cuestionarios censales,pdf,883.68,https://nube.ine.gob.bo/index.php/s/KwI3QymAyv2SSm6/download,True
2021-06-28 08:58:58-04:00,NvhSNHDytcUA6Nv,Cuestionarios censales,pdf,559.26,https://nube.ine.gob.bo/index.php/s/NvhSNHDytcUA6Nv/download,True
2021-06-28 08:59:38-04:00,T3kYmPF6vlRsbMM,Cuestionarios censales,pdf,2184.6,https://nube.ine.gob.bo/index.php/s/T3kYmPF6vlRsbMM/download,True
2021-07-07 09:32:32-04:00,(Formulario único),Atención al usuario,pdf,893.1,https://nube.ine.gob.bo/index.php/s/kCc8VVyri0yQe4f/download,False
2021-07-12 13:13:13-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES JUNIO 2021,Precios Internacionales,pdf,7416.62,https://nube.ine.gob.bo/index.php/s/aiopWy5WM809hPS/download,True
2021-07-27 13:13:13-04:00,BOLETÍN ESTADÍSTICO COMEX JUNIO 2021,Saldo Comercial,pdf,5514.01,https://nimbus.ine.gob.bo/index.php/s/McdQH7sbcZNE2wt/download,True
2021-08-24 11:47:49-04:00,Ficha Técnica,Clima y Atmósfera,pdf,703.1,https://nube.ine.gob.bo/index.php/s/6YmS3003K5E2csw/download,False
2021-09-15 14:15:13-04:00,Decreto Supremo N° 4546 (Inicio de actividades censales – 21/07/2021). Descargar,Marco legal,pdf,141.88,https://nube.ine.gob.bo/index.php/s/em1nEX1lOlZlEiU/download,True
2021-09-24 12:09:10-04:00,Censo 1950,Cuestionarios censales,pdf,3643.23,https://nube.ine.gob.bo/index.php/s/bS7yxX2rSkeiwKo/download,True
2021-09-27 12:00:27-04:00,Censo 2012,Cuestionarios censales,pdf,875.17,https://nube.ine.gob.bo/index.php/s/aUoDueIVQlCKvm4/download,True
2021-09-28 09:55:50-04:00,EXPORTACIONES 2019,Exportaciones,spreadsheet,3424.43,https://nube.ine.gob.bo/index.php/s/NynkfVU0xKa1TVZ/download,True
2021-09-28 09:55:50-04:00,EXPORTACIONES RITEX 2019,Exportaciones,spreadsheet,48.33,https://nube.ine.gob.bo/index.php/s/QEv4TNTRnZtHtTJ/download,True
2021-09-28 10:19:58-04:00,IMPORTACIONES 2019,Importaciones,spreadsheet,66627.13,https://nube.ine.gob.bo/index.php/s/vpoXdzn8epcGCob/download,True
2022-01-07 15:50:49-04:00,Ley N° 1405 de Estadísticas Oficiales del Estado Plurinacional de Bolivia (Competencia del INE para realizar censos – 1/11/2021). Descargar,Marco legal,video/mp4,61292.17,https://nube.ine.gob.bo/index.php/s/qz7rkSxD9laSOdH/download,True
2022-01-12 15:38:26-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES DICIEMBRE DE 2021,Precios Internacionales,pdf,9432.51,https://nube.ine.gob.bo/index.php/s/y7xMxS7iMCBSuJV/download,True
2022-01-26 08:20:22-04:00,BOLETÍN ESTADÍSTICO COMEX NOVIEMBRE 2021,Saldo Comercial,pdf,5986.15,https://nube.ine.gob.bo/index.php/s/w4ubdSFjtGSprVP/download,True
2022-01-28 09:05:42-04:00,BOLETÍN ESTADÍSTICO COMEX DICIEMBRE 2021,Saldo Comercial,pdf,6439.06,https://nube.ine.gob.bo/index.php/s/aPQOVWVBH1ZoScu/download,True
2022-01-31 15:55:31-04:00,Reporte 2021,Atención al usuario,spreadsheet,113.77,https://nube.ine.gob.bo/index.php/s/H75up2HEFeOO6YJ/download,False
2022-01-31 19:44:20-04:00,BOLETÍN ESTADÍSTICO ENCUESTA CONTINUA DE EMPLEO ECE 4T 2021,Boletines Estadísticos,pdf,5335.25,https://nube.ine.gob.bo/index.php/s/r4n8Em8PivAqZXf/download,True
2022-02-10 12:09:08-04:00,IMPORTACIONES 2018,Importaciones,spreadsheet,64284.5,https://nube.ine.gob.bo/index.php/s/fWKOvP08Jz6XIe5/download,True
2022-02-10 12:10:57-04:00,IMPORTACIONES 2017,Importaciones,spreadsheet,73268.1,https://nube.ine.gob.bo/index.php/s/tl8o6SNnZh7SH0C/download,True
2022-02-10 12:11:24-04:00,IMPORTACIONES 2016,Importaciones,spreadsheet,74832.98,https://nube.ine.gob.bo/index.php/s/9s3R8tOtKMVtTvA/download,True
2022-02-10 12:11:55-04:00,IMPORTACIONES 2015,Importaciones,spreadsheet,79765.28,https://nube.ine.gob.bo/index.php/s/gesRgKMaQuYd4qR/download,True
2022-02-10 12:12:22-04:00,IMPORTACIONES 2014,Importaciones,spreadsheet,72789.31,https://nube.ine.gob.bo/index.php/s/iyIjMAndeJgwaa5/download,True
2022-02-10 12:12:22-04:00,IMPORTACIONES 2010,Importaciones,spreadsheet,54825.87,https://nube.ine.gob.bo/index.php/s/om7HD1Bjt5qY3CU/download,True
2022-02-10 12:12:24-04:00,IMPORTACIONES 2009,Importaciones,spreadsheet,49394.13,https://nube.ine.gob.bo/index.php/s/TaiHFzr8o0OvB8D/download,True
2022-02-10 12:12:24-04:00,IMPORTACIONES 2011,Importaciones,spreadsheet,61601.65,https://nube.ine.gob.bo/index.php/s/gEDLwi6NYTS0U86/download,True
2022-02-10 12:12:25-04:00,IMPORTACIONES 2012,Importaciones,spreadsheet,66660.08,https://nube.ine.gob.bo/index.php/s/7UB9aHeVjFIEPGl/download,True
2022-02-10 12:12:25-04:00,IMPORTACIONES 2013,Importaciones,spreadsheet,69973.03,https://nube.ine.gob.bo/index.php/s/jXuPe5Ul5hnETkG/download,True
2022-02-10 12:16:43-04:00,IMPORTACIONES 2008,Importaciones,spreadsheet,48323.89,https://nube.ine.gob.bo/index.php/s/pHTSrpdolOIblJH/download,True
2022-02-10 12:16:51-04:00,IMPORTACIONES 2007,Importaciones,spreadsheet,43844.64,https://nube.ine.gob.bo/index.php/s/TYOwM9DTNJZhowN/download,True
2022-02-10 12:17:00-04:00,IMPORTACIONES 2006,Importaciones,spreadsheet,38726.29,https://nube.ine.gob.bo/index.php/s/H27UGlH6caIEncI/download,True
2022-02-10 12:17:03-04:00,IMPORTACIONES 2004,Importaciones,spreadsheet,33549.84,https://nube.ine.gob.bo/index.php/s/BlVBu4NKw0TWK0C/download,True
2022-02-10 12:17:04-04:00,IMPORTACIONES 2005,Importaciones,spreadsheet,37138.18,https://nube.ine.gob.bo/index.php/s/k7YOorQQSF1rUlx/download,True
2022-02-10 12:17:06-04:00,IMPORTACIONES 2003,Importaciones,spreadsheet,29866.02,https://nube.ine.gob.bo/index.php/s/rZnQDeeCSZ2QyXd/download,True
2022-02-10 12:17:08-04:00,IMPORTACIONES 2001,Importaciones,spreadsheet,26648.74,https://nube.ine.gob.bo/index.php/s/BfI2mmZ9ial2IZU/download,True
2022-02-10 12:17:09-04:00,IMPORTACIONES 2002,Importaciones,spreadsheet,28243.57,https://nube.ine.gob.bo/index.php/s/9TT3R2uYFdjV7bA/download,True
2022-02-10 12:17:09-04:00,IMPORTACIONES 2000,Importaciones,spreadsheet,27549.3,https://nube.ine.gob.bo/index.php/s/SuY2qv2NdC6KNB7/download,True
2022-02-10 12:19:04-04:00,IMPORTACIONES 1999,Importaciones,spreadsheet,16021.25,https://nube.ine.gob.bo/index.php/s/WBVTCmtLRAHGJqw/download,True
2022-02-10 12:19:07-04:00,IMPORTACIONES 1998,Importaciones,spreadsheet,15118.21,https://nube.ine.gob.bo/index.php/s/ycRtFAfpLlOuTyx/download,True
2022-02-10 12:19:09-04:00,IMPORTACIONES 1996,Importaciones,spreadsheet,12423.7,https://nube.ine.gob.bo/index.php/s/UUJvjhrDWXK3Sxr/download,True
2022-02-10 12:19:09-04:00,IMPORTACIONES 1997,Importaciones,spreadsheet,13425.62,https://nube.ine.gob.bo/index.php/s/i6Q3u7PLjelScDs/download,True
2022-02-10 12:19:09-04:00,IMPORTACIONES 1992,Importaciones,spreadsheet,11707.47,https://nube.ine.gob.bo/index.php/s/iQ6fw5LktsPFNwd/download,True
2022-02-10 12:19:11-04:00,IMPORTACIONES 1995,Importaciones,spreadsheet,13655.5,https://nube.ine.gob.bo/index.php/s/F1bmhxkid2QxL6s/download,True
2022-02-10 12:19:11-04:00,IMPORTACIONES 1993,Importaciones,spreadsheet,12446.37,https://nube.ine.gob.bo/index.php/s/oUvq81WCWkbcxzB/download,True
2022-02-10 12:19:11-04:00,IMPORTACIONES 1994,Importaciones,spreadsheet,14448.32,https://nube.ine.gob.bo/index.php/s/uGTgqIqEb7vcqts/download,True
2022-02-11 14:03:43-04:00,BOLETÍN ESTADÍSTICO PRECIOS INTERNACIONALES ENERO 2022,Precios Internacionales,pdf,9605.56,https://nube.ine.gob.bo/index.php/s/oePGJmvXZR0lTok/download,True
2022-02-21 09:31:31-04:00,BASE – 2016 Metodología del Índice de Precios al Consumidor,Información Técnica,pdf,9860.73,https://nube.ine.gob.bo/index.php/s/SmL3Be1jdVedU3P/download,True
2022-02-21 09:32:37-04:00,Clasificación del Consumo Individual por Finalidades CCIF,Información Técnica,pdf,690.71,https://nube.ine.gob.bo/index.php/s/QUFmsUbZz8VH7Ii/download,True
2022-02-21 09:33:12-04:00,Presentación IPC Cambio de Año Base,Información Técnica,pdf,1015.38,https://nube.ine.gob.bo/index.php/s/29WySuhaD2EQgQW/download,True
2022-02-21 09:33:54-04:00,Productos que salen e ingresan al nuevo IPC,Información Técnica,pdf,1698.82,https://nube.ine.gob.bo/index.php/s/jnUGu5jF9o3gHv9/download,True
2022-02-21 09:34:20-04:00,Infografías,Información Técnica,pdf,5692.76,https://nube.ine.gob.bo/index.php/s/RdtN2E2lEbavYQz/download,True
